4.774193190993037544e-02 -4.344326110871596924e-01 -8.177906326256625391e-01 5.232513575850235021e-01 -1.915882521983396647e-01 -3.209778528370333950e-01 7.319572089919855751e-01 9.399186663928051910e-01 -4.360713119093672652e-01 6.007180684001331983e-01 5.600562804206363765e-01 5.664821921294903584e-01 7.053622802143815207e-01 9.181598719915611273e-01 -5.499313741865672484e-02 -3.884171869342276651e-01 -8.557659204650412965e-01 9.741290869512564399e-01 9.517147184084109313e-01 3.257396891909518644e-01 5.644955749734583694e-01 -6.627895339518015128e-01 -4.627517293127956233e-01 1.668214293636854084e-01 -6.567336876714647831e-01 -6.566863606523386521e-01 1.294797425650901779e-01 5.449647082804448539e-01 8.811166663083118689e-01 -6.065538762612566748e-01 -4.308063985662430873e-01 6.837199770715395308e-01 4.317185340593594767e-02 2.470698732806776987e-01 -3.592289258047973166e-01 -6.044744637597474629e-02 -1.159435868285062649e-01 -2.286569787231901643e-02 6.589430601551622413e-01 -9.084106728258083407e-01 3.835530682225183341e-01 -5.515350096618174547e-01 8.560470105406324803e-01 2.203403662215761560e-01 3.904541480423417976e-01 -6.133573698930767648e-01 -5.903428220377882063e-01 2.729300807936431150e-01 3.750266949621929857e-01 3.000506835341898992e-01
7.016377706790072333e-02 -9.449914017488605933e-02 7.872881726906676425e-01 -7.573960292226290525e-01 -3.273602111243323898e-01 -7.040953485198770956e-01 -3.089170594473228948e-01 -6.088496559708779232e-01 3.153559295559417164e-01 -8.481000609629952836e-01 -5.639121225869969667e-01 -5.853664017057048641e-01 6.657063662717031816e-02 -2.259648592294496300e-02 8.247746635215761346e-01 5.800582739483781669e-01 -3.644524908425589294e-01 -5.823735661866581426e-01 8.461187531765554937e-01 -3.283723639335831002e-01 -2.453150651102467827e-01 -2.514883392107695181e-01 -6.364911250187227365e-01 5.602331237306044098e-01 -3.132692674753215223e-01 4.416751527586381121e-01 1.099164582343778451e-01 4.672572988421068163e-01 6.687369351038581211e-01 1.627375535997893086e-01 -5.596930584271456732e-01 9.010223913537800389e-01 -8.198756939361011575e-01 2.556702176093761381e-01 1.725218667195077826e-01 7.948158660063882053e-01 -2.216854488064443907e-01 6.116410056897071401e-01 4.219127490581039419e-01 5.237341447270471573e-01 -5.799919739324317369e-01 7.661722842092885122e-01 5.292089320503130523e-01 -7.575035224372362874e-01 6.326637320477236370e-01 8.576049951099901092e-01 7.025238691298589799e-01 1.149790070286290516e-01 7.629941282408602143e-01 -9.418428680151611498e-01
1.812809910783584610e-01 9.465455865758587439e-01 -5.491260084447763257e-01 -6.610429619004258850e-01 -9.223791422150007246e-01 3.299492536308392676e-01 2.585740703045578681e-01 8.564435008726387633e-01 1.010086944295599115e-01 9.561717794198731912e-01 -1.719074747910595280e-01 -9.423134613981853924e-01 5.829557520140196125e-01 1.798443690804377854e-02 7.116655598272070282e-02 7.750577744588548201e-01 -5.402273783169547761e-01 3.070056768467182562e-01 4.715875718791389531e-02 5.219212937939149421e-01 6.213864754354383457e-01 -6.635076152730475796e-01 -7.922556955437412007e-01 -7.157842484405703143e-01 -7.347846660614174574e-01 1.687702901814117085e-01 6.435275409875043096e-01 3.397360940999763490e-01 -8.719863935255183218e-01 2.978107075906261669e-01 -5.867520670773785918e-01 -5.889485062205545018e-01 -2.260016715145092836e-01 -8.636506719861831716e-01 -8.279336265488598245e-01 -5.844942590828896556e-01 -8.523708722040400643e-01 -5.600305441536120865e-01 2.450159036066746621e-01 -1.519842538533061616e-01 4.631437211536856835e-01 -9.489240867160549098e-02 -8.627417871326530374e-01 7.517972425092203093e-01 3.939386431354531815e-01 2.651380119736606589e-01 6.732570069584172812e-01 -1.470998898028025026e-01 6.856261388590696448e-01 9.688585000767953037e-01
-9.944330288867082590e-01 6.344166198088285746e-01 -9.933342789087260538e-01 7.731146623793062611e-01 -4.903932853346567033e-01 -2.217108503490148874e-01 -2.360618067719906232e-01 5.058131414344216870e-01 3.504024027223238691e-01 -9.245965052377543847e-01 8.205195570415730888e-01 -1.816740543394602392e-01 5.908319375336650303e-01 9.263495667758967489e-01 -9.963913855738166792e-01 1.771555144918967595e-01 -6.303115929231102588e-02 8.171664271059106976e-01 2.162481412367155964e-01 -7.224678837511939733e-01 1.615466097696305336e-01 -7.214157508611600544e-01 -1.265997785057764446e-01 9.635401074706296809e-01 4.080111200394468951e-01 8.906667203643231501e-01 4.879595609804505962e-02 -7.188064292928905141e-01 1.117583481543148573e-03 -9.700901461318767183e-01 -9.439270019703549508e-01 -9.065164588856380323e-01 5.426254673077731683e-01 5.064799561451052146e-01 -9.196432784262452698e-01 7.175028887883838635e-01 -1.427487075281140827e-01 -9.646502644495538181e-01 -3.323212495553403145e-01 4.688943972299760565e-01 2.369574123235044238e-01 -5.231929491963932533e-01 -3.110829315026547026e-01 -4.216583409618346323e-02 -9.918988748211353679e-01 6.737473349452567373e-01 9.070879175521638915e-01 8.278133266465911300e-01 -3.084627449413429034e-01 8.968108828367791219e-01
4.296134454858526186e-01 -7.386160952812464986e-01 -9.600503198822731843e-01 2.193788082736958245e-01 -8.010480315345851476e-01 8.487565230012457107e-01 4.383411377987418006e-02 8.712673083818754938e-01 5.348103802132768703e-01 -2.937721495153686746e-01 4.844058952019482112e-01 5.204722214574589723e-01 2.100282691665833201e-01 -2.959502359760180501e-01 -1.781078560266969590e-01 7.784019577120907529e-01 -4.843181811269691162e-01 -3.239324504548914407e-01 2.004629152403689107e-01 3.347405550987564982e-01 -6.954296322516876350e-01 1.722872548771950674e-01 3.431894235104163693e-01 -1.063786741032598376e-01 4.783983947798152170e-01 4.657597164442046633e-01 6.319940425516518134e-01 5.941425237791103653e-01 -2.743783815986510222e-01 -7.590075819387914757e-01 5.367357872761031184e-02 5.532207443423604598e-01 8.651355491840021505e-01 9.454245416601334551e-01 -3.255888593609281845e-01 -3.278645193339982944e-01 5.812114321743664380e-01 -4.029192837856813147e-01 5.870992920103037388e-02 8.329139799531012356e-01 -8.095851932092112957e-01 -3.736706108330868914e-01 -8.118607259223831196e-01 -6.321876346457837581e-01 8.438592112160456793e-01 4.502273125894453165e-01 7.881506909706769148e-01 -1.486724659051936320e-02 8.323002871140688930e-01 8.511358368719220691e-01
-4.810762016178909972e-01 -8.535000591699227757e-01 -5.379878280331076290e-01 9.845172389340215435e-01 -8.775690367258207614e-01 -8.848273435218738658e-01 7.709638566619285704e-01 8.510654807133546940e-02 -4.100785273111898221e-01 -2.877867088288249553e-01 -1.078929310087257676e-01 -4.051429967833202195e-01 -7.377540707181062807e-01 -3.723681437160790697e-01 -7.263400767837651095e-01 1.037574926279131865e-01 -3.754935408382855527e-02 1.911211687547870186e-01 -1.047489197741091789e-02 -9.272933742580719008e-01 -6.819512382607515466e-01 -4.744193239985079052e-02 9.691197529964246105e-01 8.116284914065999834e-01 -4.781033177008515711e-01 9.401112293628370586e-02 -7.319250487261272919e-01 -8.489077150033379482e-01 -1.463485575726536925e-01 4.034149969421699233e-01 9.924711891733449809e-01 -9.645580036022427528e-01 7.105382267296546095e-01 -8.155161188378714510e-01 4.788809557449287824e-01 8.814801814291068904e-01 -2.926166891769153011e-01 -9.290374576014914787e-01 -2.546415218160294480e-01 4.548170146395447699e-01 6.946820053304068043e-01 -5.971607784484502801e-01 6.309885097002270182e-01 -1.525865037162123152e-03 2.405649901252428779e-01 7.637603473711827018e-01 7.591184515063238436e-01 6.162770519000552172e-01 -4.809470450219369697e-01 4.163430767757180240e-01
-6.597103299207538463e-01 -4.394098403301645583e-01 -6.158905349843067922e-01 6.235891646793865345e-02 -6.363635153282809487e-01 6.741001154078394286e-01 -4.189511411309637112e-01 2.227731252807058915e-01 7.602338452993743223e-01 1.047327174539341155e-01 4.026260300189546393e-01 -5.394494191032417341e-01 9.173990614386579034e-01 2.321545741217766537e-02 2.405849250748794133e-01 -5.710416107712723566e-01 -4.837971595417827064e-01 -6.902211642249473922e-01 -1.151140669758403123e-01 -2.391415112158878364e-01 6.573584256084019639e-01 -3.764683698507000909e-01 3.131485385922926357e-01 -1.510128787064700662e-01 -1.388973344083366535e-01 3.336986889882975205e-01 -9.276343844664530769e-01 5.402889127243282186e-01 -7.093219202808178636e-01 -6.012327044057378389e-01 -7.558447267886775345e-01 6.230909638142467788e-01 5.433521963628231699e-01 6.907400647727243159e-01 -8.293111844519462927e-01 -6.040246611022346279e-01 1.742912035093483192e-01 -4.500103959904612760e-01 -6.469209250509410092e-01 5.703990960061916526e-01 -2.121962102779407222e-01 4.405042384398566990e-01 5.370479537138119763e-01 -7.760077630606379007e-01 -4.214673576327072069e-01 9.401713360691755783e-01 -2.439694518398586587e-01 6.897685399454390742e-01 -8.503487427793322562e-01 -6.959051421713291496e-01
2.398384622209640549e-01 4.833217931159348724e-01 -3.493597604167273385e-01 -3.674951823730385758e-01 1.845288525243709565e-01 1.650812101152700456e-04 -8.799660654444330099e-01 8.329478072765991170e-01 3.189091026724328315e-01 -7.051393335743643132e-01 5.722819189079214608e-01 -5.847712638263613538e-01 7.631221266994950847e-01 -8.087526092388575005e-01 -9.836744644194976850e-01 -4.147698257005618117e-01 -5.753499360179820110e-01 -9.159519756531193657e-01 9.155994067938006964e-01 9.131194802253669307e-01 9.307884543659192822e-01 -6.133174116698394407e-01 4.115995905273747146e-01 6.974369140518310584e-01 8.353484902132004564e-01 -8.961949168137534061e-01 -4.115715412678879193e-01 1.412502632243397005e-01 1.509624389195833583e-01 3.978960162665049483e-01 4.490059361726261855e-01 2.439854560411812978e-01 7.824795635177679287e-01 7.063001539400851625e-01 -1.496259961175246123e-01 3.138154279534476065e-02 9.561486308358759789e-01 9.343510038778335414e-02 -7.536086686286199710e-01 -4.900617206713900886e-01 -7.028584638657604522e-01 2.543665764225510120e-02 -8.821302807529985968e-01 6.787675671207755723e-01 3.665564594201098370e-01 -9.477133440023070010e-01 -4.105474007037475115e-01 -1.976382962774460572e-01 7.278818635643398149e-01 -6.748918463550590552e-01
6.097483115312257729e-01 -7.161680688093724489e-01 4.300984529135252199e-01 4.871421625873213479e-01 4.165910926254054458e-01 6.678177674908414296e-02 -8.699697556059169390e-01 6.688697427841006071e-01 3.352514533007783792e-01 -3.309970920431857810e-01 -1.320404600971378517e-01 5.351618965661640859e-01 5.340452169298420815e-01 -4.840278911367797976e-01 -7.822992646232083125e-01 7.124954001301279094e-01 -5.869681724717955573e-01 -5.126132500166584449e-02 9.201075135447529807e-02 6.371763413252187203e-01 -3.764040764281163520e-01 -7.950251938042455224e-01 -2.181338773009837140e-01 -5.590911202662895985e-01 7.407118170056140594e-01 8.895061523252784097e-01 6.822938344993362270e-01 -1.211400684004393380e-01 -5.832077800086327146e-01 4.438730083463399145e-01 4.661123680785663193e-01 -5.515538368531427427e-01 -1.334485084289981083e-01 -5.626646964436252674e-01 -5.015000708783123873e-01 8.150343814360349048e-01 -4.640856882407269346e-01 6.417814452140333525e-01 -6.865731327847075516e-01 5.883067678202025252e-01 5.790664413730791660e-01 -5.159859723537117693e-02 -3.032083377239785937e-01 3.113313387756158623e-01 -8.102417269345051354e-01 5.396233756312789343e-01 5.067358144886433546e-01 -6.543581335672905563e-01 -5.012268916367447202e-01 2.837238495637871560e-01
-2.303849132363520180e-01 -5.262147969931899594e-01 3.016138873534368603e-01 4.923891091833259015e-01 8.560587293216469496e-01 -9.801126499989094576e-01 -7.728705592653174472e-01 2.215037543062906844e-01 -6.236453708106587390e-01 -7.781523312293342487e-01 -1.191428163774099075e-01 -6.410295787064530515e-01 -9.357131492509044302e-01 -8.152585713805964307e-01 -4.401770515165806530e-01 4.915150731163662190e-01 7.699115690778596255e-01 4.720339360237370552e-01 -1.755726121133813211e-01 6.704592899528181160e-01 -3.135389126722216702e-01 -6.398752245294224705e-01 -7.444669190656140190e-01 7.576857496912945411e-01 -3.869218731332163541e-01 2.806064067334421708e-01 -8.738604921616596188e-01 -1.584485712841744165e-01 8.302415751817416867e-01 -7.195798077859426600e-01 2.103785582376243857e-01 -3.877799479888388023e-01 -8.666378327248782654e-01 2.248678481746492833e-02 7.412954928874271321e-01 4.452176407945510062e-01 7.928320270044894036e-01 -5.053216039276969829e-01 2.225839453146011282e-01 -9.437456259270046166e-01 9.154075212723775667e-01 2.587906345128144214e-01 -5.731813712584417075e-01 5.543577852018231056e-01 8.830543168115843056e-01 3.020966581811160290e-01 7.655231310915791010e-01 2.092012419659412537e-01 8.054066960068296810e-01 -3.558073618621849787e-01
